Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
133,15,88.44,El Recreo Estate – Leana José Machado De Ferrey,,$7.30/lb,"$9,730.90",Latorre and Dutch Coffee & Fisher Coffee,Leana José Machado De Ferrey,,Nicaragua,2018,Jinotega,,long aftertaste.,"cherry cola, mango, winey, maracuya, peach, dark chocolate, and raspberry.","complex, and citric.",Natural,Parainema,,,Nicaragua
134,16,88.42,La Ampliacion – Guillermo Montenegro Ayestas,,$6.50/lb,"$6,090.50","Wataru & Co., Ltd.",Guillermo Montenegro Ayestas,,Nicaragua,2018,Nueva Segovia,,plum.,"red cherry, orange, sweet orange, white grape, mango, cumquat, red wine, rose hip, berry, lemonade, and honey.","apple juice, green apple, and lactic.",Washed,Red Caturra,,,Nicaragua
135,17,88.41,El Destino – Erwin Obel Duartes Garcia,,$8.10/lb,"$7,938.00",Campos Coffee,Erwin Obel Duartes Garcia,,Nicaragua,2018,Jinotega,,"creamy and elegant, and alluring.","orange, chocolate, strawberry, chocolate, almond, complex, clean, and sweet lemon.","complex, floral, red berry, and brilliant.",Washed,Maracaturra,,,Nicaragua
136,18,88.38,"La Bastilla – Cafetalera La Bastilla, S.A.",,$8.00/lb,"$4,432.00",Taylors of Harrogate,"Cafetalera La Bastilla, S.A.",,Nicaragua,2018,Jinotega,,"heavy bodied, spiced, honey, creamy, and melon.","fruit punch, strawberry, peach, maracuya, red wine, cherry, raspberry, and rose.","citric, malic, tartaric, grape, winey, complex, and juicy.",Washed,Caturra Red,,,Nicaragua
137,19,88.33,Las Pencas – Felix Pedro Siles Gadea,,$9.20/lb,"$4,867.72",Rehm & Co. / Benecke Coffee GmbH & Co.,Felix Pedro Siles Gadea,,Nicaragua,2018,Jinotega,,"very complex, smooth mouthfeel, and creamy.","black currant, grape, jasmine, peach, tamarind, bakers chocolate, mango, papaya, vanilla, libby, and brown sugar.","lactic, dark cherry, and fruity.",Washed,Red Pacamara,,,Nicaragua
138,20,88.27,Ojo de Agua – Luis Emilio Valladarez,,$12.20/lb,"$11,296.35",Ecom Japan Limited,Luis Emilio Valladarez,,Nicaragua,2018,Nueva Segovia,,"honey, creamy, silky, and tangy.","vanilla, maple, banana, sweet, lemon and lime, strawberry, raspberry, pomegranate, red grape, dates and honey, and blackberry.","citric, complex, floral, lime, and lemon.",Washed,Maracaturra,,,Nicaragua
139,21,88.23,Bella Aurora – Luis Joaquin Lovo Gutiérrez,,$6.90/lb,"$6,388.92",Honu Kato Coffee Inc.,Luis Joaquin Lovo Gutiérrez,,Nicaragua,2018,Nueva Segovia,,,"herbal note, rounded body, long finish, cherry, chocolate, pineapple, melon, red apple, honey, black tea, raspberry, buttery, and milk chocolate.","citrus, malic, transparent, and winey.",Washed,Maracaturra,,,Nicaragua
140,22,88.13,Las Delicias – Eleane Mierisch & Gioconda Padilla,,$7.30/lb,"$6,511.60","Orsir Coffee, TRN(Taiwan Roasters Network)",Eleane Mierisch & Gioconda Padilla,,Nicaragua,2018,Jinotega,,,"jasmine, green tea, melon, creamy, roasted nut, bittersweet chocolate, prune, peach tea, floral, distinct jasmine, and brothy.","lemon acidity, lingering acidity, clear, and orange citrus.",Washed,Java,,,Nicaragua
141,23,88.05,Las Morenitas – Las Morenitas S.A. / Victor Robelo,,$10.10/lb,"$8,877.90",Brew92 Cafe & Roastery,Las Morenitas S.A.,,Nicaragua,2018,Jinotega,,"lush body, bodied increased, very sweet sugar cane, and apple juice.","mandarin, papaya, vanilla, honey, mango, guava, coffee blossom, and dried fruit.","mandarin, and sparkling.",Natural,Red Catuai,,,Nicaragua
142,24,88.05,La Rioja – Graciela Izayana Perez Bustos,,$5.70/lb,"$8,880.60",Honu Kato Coffee Inc.,Graciela Izayana Perez Bustos,,Nicaragua,2018,Jinotega,,"sweet finish, silky mouthfeel, and caramel.","cocoa, stone fruit, peach, plum, mandarin, and mixed berry.","red apple, prune, and black currant.",Honey,Bourbón,,,Nicaragua
143,25,87.89,"San Jose – MIMC S, A",,$5.90/lb,"$5,728.90","Wataru & Co., Ltd.","MIMC S,A",,Nicaragua,2018,Jinotega,,"brown sugar, and delicate.","red grape, red apple, honey, jasmine, vanilla, lime, and taro.","well integrated acidity, elegant, white grape, and delicate.",Honey,Java,,,Nicaragua
144,26,87.78,Santa Teresa – Jorge Luis Lagos Calix,,$6.60/lb,"$6,705.60",Kyokuto Fadie Corporation,Jorge Luis Lagos Calix,,Nicaragua,2018,Nueva Segovia,,"pineapple, tamarind, dark chocolate, melon, and sweet.","Red Apple, cocoa, Rum, green apple, chocolate, brown sugar, vanilla, lemonade, orange honey, peach, sweet, hibiscus, and red apple.","malic, clean, crisp, and citric.",Washed,Maracaturra,,,Nicaragua
145,27,87.78,San Ramon – Alfredo Rene Lopez Gomez,,$6.80/lb,"$5,630.40",Nippon Coffee Trading,Alfredo Rene Lopez Gomez,,Nicaragua,2018,Nueva Segovia,,spiced,"vanilla, honey, pineapple, lychee, caramel, cherry and plum, maracuya, almond, honey, and sweet throughout.","winey acidity, malic acid, and citric.",Washed,Caturra Red,,,Nicaragua
146,28,87.75,Santa Prisca – Leonel De Jesús Rodríguez Valladarez,,$6.80/lb,"$6,746.08","Wataru & Co., Ltd.",Leonel De Jesús Rodríguez Valladarez,,Nicaragua,2018,Nueva Segovia,,"long finish, round and smooth, juicy body, and orange juice.","caramel, raisin, melon, jasmine, hazelnut, pear vanilla, cherry, sweet, red grape, and apple.","tart, tropical, and sparkling.",Washed,Maracaturra,,,Nicaragua
147,29,87.38,Los Pirineos – Eudoro José Guillén Jarquín,,$5.60/lb,"$4,814.82","Wataru & Co., Ltd.",Eudoro José Guillén Jarquín,,Nicaragua,2018,Nueva Segovia,,"syrupy mouthfeel, lemon, and umami.","red fruits, banana, plum, raisin, cardamom, spiced plum, floral, rose, and molasses.","sweet, citric, lemon juice, and smooth.",Washed,Caturra Red,,,Nicaragua
148,30,87.38,Buenos Aires – Luis Emilio Valladarez,,$7.90/lb,"$5,537.90","Wataru & Co., Ltd.",Luis Emilio Valladarez,,Nicaragua,2018,Nueva Segovia,,,"jasmine, tea, lychee, stewed fruit, fig, caramel, coconut, papaya, cinnamon, and raisin.","lemon, malic, complex, creamy, big, and viscous.",Natural,Java,,,Nicaragua
149,31,87.09,La Bendicion – Jose Liberato Jarquin Agurcia,,$5.90/lb,"$4,526.48",Honu Kato Coffee Inc.,Jose Liberato Jarquin Agurcia,,Nicaragua,2018,Nueva Segovia,,"blackberry, sweet, sweet and jammy.","plum, mango, red currant, Guaynabo, persimmon, black cherry, green apple",soft acidity,Washed,Caturra Red,,,Nicaragua
150,32,86.98,El Barril – Bayardo José Jimenez Rodríguez,,$6.60/lb,"$6,547.66",Caravela Coffee,Bayardo José Jimenez Rodríguez,,Nicaragua,2018,Nueva Segovia,,,"yogurt, raspberry, vanilla note, mango, jasmine, red currant, malt, brown sugar, and dark chocolate.","complex acidity, clear finish, and lemon.",Washed,Maracaturra,,,Nicaragua
151,33,86.8,Buena Esperanza – Agricola Rajuanse S.A,,$5.50/lb,"$5,820.16","Wataru & Co., Ltd.",Agricola Rajuanse S.A,,Nicaragua,2018,Matagalpa,,"juicy, smooth, and jammy.","orange, black currant, peach, clove, bakers chocolate, mandarin, lime, eucalyptus, molasses, dark chocolate, smooth finish, sweet, and consistent.","citric, grippy, complex, mandarin, lime, and green apple.",Washed,Red Pacamara,,,Nicaragua
152,34,86.7,Tierra Linda – Uriel Antonio Castellano Paguaga,,$6.20/lb,"$5,704.00",Kaffebrenneriet As,Uriel Antonio Castellano Paguaga,,Nicaragua,2018,Nueva Segovia,,,"well balanced, sweet, complex, elegant, creamy, tropical fruit, peach, brown sugar, red currant, blueberry, plum, green tea, and honey.","bright, complex, and harmonious.",Washed,Caturra Red,,,Nicaragua
153,35,86.69,Buena Vista – Roger Esaú Herrera Ortez,,$7.10/lb,"$5,232.70",Kyokuto Fadie Corporation,Roger Esaú Herrera Ortez,,Nicaragua,2018,Nueva Segovia,,,"caramel, brown sugar, sweet, cherry, lighter, sugary finish, cinnamon, raspberry, chamomile, orange peel, tropical fruit, peach, red cherry, and milk chocolate.","citrus, transparent, and green apple acidity.",Washed,Maracaturra,,,Nicaragua
154,1a,91.2,Un Regalo de Dios,463.05,$36.90,"$17,086.55","Maruyama Coffee, Cometeer, Goodboybob Coffee, Sugi Coffee Roasting, Harrods",Luís Alberto Balladarez Moncada,1230,Nicaragua,2020,Quisulí Arriba,Nueva segovia,,"Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine","Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine",Natural,Maracaturra Natural,,,Nicaragua
155,1b,91.2,Un Regalo de Dios,463.05,$30.30,"$14,030.42",TAKAMURA COFFEE ROASTERS,Luís Alberto Balladarez Moncada,1230,Nicaragua,2020,Quisulí Arriba,Nueva segovia,,"Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine","Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine",Natural,Maracaturra Natural,,,Nicaragua
156,2,89.7,La Orquídea,920.59,$11.00,"$10,126.49","Bokkum Coffee Roasters
& GIL-COFFEE with UPSTREAM COFFEE IMPORTS PTY LTD",Arjen Roersma,1400,Nicaragua,2020,Aranjuéz,Matagalpa,,"Rum Raisin, Sweet Peaches, Jasmine, Melon, Dark Fruits, Blackcurrant, Creamy, Dried Fruits, Red Apple, Raspberry, Honey, Jasmine, Minty, Hibiscus, Floral, Tropical Fruits, Red Apple, Honey, Mandarin, Peach, Melon, Juicy","Tartaric, Malic, Complex Fruit, Citric, Complex, Complex, Bright Crisp",Washed,Maracaturra,,,Nicaragua
157,3,89.4,Ojo de Agua,"1,238.55",$20.20,"$25,018.71",Terarosa (Haksan Co. Ltd),Luis Emilio Valladarez,1350,Nicaragua,2020,Buenos Aires,Nueva segovia,,"Bergamot, Nectarine, Green Grape, Rhubarb, Red Currant, Honey, Lemon Tea, Candied Ginger, Black Fruit, Pineapple, Guava, Jasmine, Lemongrass, Floral, Lemon, Honey, Blackcurrants, Black Tea, Orange, Mango","Tartaric, Citric, Lemon, Tartaric, Citric, Malic, Bright, Complex",Washed,Maracaturra,,,Nicaragua
158,4,88.9,Santa Gema,769.77,$10.50,"$8,082.59","EL CAFE coffee roasters, Coffee Libre, Coffee Montage, Vincent van coffee, 304 roasters, FEBRUARY ROASTERS, delmoondo coffee",Mario José Vilchez Urbina,1450,Nicaragua,2020,Los Arados,Nueva segovia,,"Floral, Spices, Rum Raisin, Apricot, Honey Dew, Blood Orange, Mango, Vanilla, Rose, Peach, Green Tea, Brown Sugar, Milk Chocolate, Red Apple, Plum, Floral, Mandarin Orange Jasmine, Red Cherry","Complex, Complex Fruit, Lemon, Complex, Citric, Malic, Juicy, Bright Complex",Washed,Maracaturra,,,Nicaragua
159,5,88.8,El Esfuerzo,"1,228.00",$10.00,"$12,280.00",Sarutahiko Coffee Inc.,Ernesto José Estrada Flores,1320,Nicaragua,2020,Aranjuéz,Matagalpa,,"Tobacco, Floral Honey, Crème Brule, Pink Fruits, Melon, Cocoa Powder, Black Tea, Candied Lemon Zest, Hickory, Rose, Sweet Spice, Hibiscus, Spicy Tea Like, Mango, Passion Fruits, Apple, Mango, Peach","Citric, Tartaric Acid, Crisp, Citric, Tartaric, Complex, Citric, Bright &Complex",Washed,Maracaturra,,,Nicaragua
160,6,88.6,Las Ortencias,811.00,$10.20,"$8,272.20","Wataru & Co., Ltd.",Ana María Albir,1250,Nicaragua,2020,Loma Fría,Nueva segovia,,"Raspberry, Lemon Tea, Tangerine, Dark Toffee, Candy, Purple Fruits, Raspberries, Lemon Tart, Brown Sugar, Mango, Strawberry, Jasmine, Mixed Fruits, Cherry, Very Complex, Dried Fruits, Peach, Toffee, Apple, Orange, Vanilla","Orange Acidity, Lemon, Malic, Complex, Citric, Malic, Bright, Citric",Washed,Catuai Rojo,,,Nicaragua
161,7,88.4,Fátima,"1,587.60",$10.30,"$16,352.28",Kaffebrenneriet As,Tania Gabriela Ferrufino Norori,1200,Nicaragua,2020,Tabaco,Matagalpa,,"Baked Apple, Sweet Raisin, Chocolate, Plum, Orange Blossom, Tropical Fruits, Winey, Sweet Passion Fruit, Cinnamon, Peach, Strawberry, Red Apple, Peach, Prune, Stone Fruits, Berry, Apricot, Pineapple, Tea-Like, Floral","Intense, Orange Acidity, Juicy, Tangy, Red Orange, Malic, Citric, Malic, Bright & Sweet, Complex",Anaerobic,Híbrido H3,,,Nicaragua
162,8,88.4,Turriabla,752.00,$9.10,"$6,843.20","Wataru & Co., Ltd.",Macario Alejandrino Medina Rodriguez,1150,Nicaragua,2020,Los Planes,Nueva segovia,,"Black Cherry, Watermelon, Powdered Sugar, Strawberry, Floral, Prune Juice, Rhubarb, Passion Fruit, Strawberries, Yellow Peach, Exotic Spice, Floral, Cinnamon, Strawberry, Lemongrass, Dry Fig, Cinnamon, Apricot, Raisin","Lactic, Citric, Juicy, Complex, Winy, Citric, Fruity, Tartaric, Bright, Sweet",Washed,Parainema,,,Nicaragua
163,9,88.1,Buena Vista,463.05,$10.11,"$4,681.44",UPSTREAM COFFEE IMPORTS PTY LTD / WB.coffee / Amsterdam Coffee Lab,Germán Odorico Cortéz,1200,Nicaragua,2020,Cerro de Agua,Jinotega,,"Orange, Yellow Raisin, Molasses, Toffee, Dark Berries, Malt, Wild Berries, Mango, Creamy, Plum, Grape, Green Apple, Stone Fruits, Cheery, Nut Chocolate, Red Apple, Orange, Strawberry, Grape","Citric, Orange Acidity, Lemon, Juicy, Complex, Malic Citric, Bright , Tartaric, Citric",Washed,Parainema,,,Nicaragua
164,10,88.0,El Cambalache,590.94,$11.60,"$6,854.90",Dimattina Coffee,Abner Samuel Zavala / Indira Paola Zavala,1425,Nicaragua,2020,Las Manos,Nueva segovia,,"Peach, Tamarind, Pear, Panela, Brown Sugar, Orange, Caramel, Lemon Butter, Black Tea, Raspberry, Honey, Jasmine, Minty, Herb, Caramel, Blueberry, Pine Apple, Orange","Citric, Citrus, Tartaric, Citric, Bright Acidity, Complex ",Honey,Maracaturra,,,Nicaragua
165,11,87.9,El Palmar,946.28,$8.60,"$8,138.01","Wataru & Co., Ltd.",Reynaldo Leonel Ortez Ortez,1400,Nicaragua,2020,Salamají,Nueva segovia,,"Red Apples, Nectarine, Brown Sugar, Molasses, Grape, Candy, Papaya, Cherries, Vanilla, Peach, Apricot, Orange, Brown Sugar, Malt, Floral, Prune, Black Berry, Apricot, Melon, Cherry, Apple","Delicate, Citric, Soft, Lemon, Citric, Sweet Citric, Malic, Bright And Sweet",Washed,Catimor,,,Nicaragua
166,12,87.7,Buenos Aires,888.62,$12.20,"$10,841.16",Ecom Japan Limited,Luís Emilio Valladarez,1450,Nicaragua,2020,Buenos Aires,Nueva segovia,,"Tart Cherry, Jasmine, Nectarine, Honey, Lemon/Lime, Kiwi, Orange, Honey, Cherry, Chocolate, Pineapple, Nutty, Berry Jam, Brown Sugar, Apricot, Plum, Pomegranate, ","Citric, Lime, Tartaric, Citric, Citric Bright ",Natural,Maracaturra,,,Nicaragua
167,13,87.5,CECOCAFEN – El Encanto,849.26,$8.20,"$6,963.93","Wataru & Co., Ltd.",CECOCAFEN,1050,Nicaragua,2020,Apante,Matagalpa,,"Honeycomb, White Peach, Sour Cherry, Honey, Licorice Anise, Tropical Fruits, Orange Peel, Lemongrass, Caramel, Sweet Tomato, Yellow Peach, Herbs, Nutty, Super Sweet, Caramel, Date, Dark Cherry, Apple, Floral ","Tartaric, Malic, Complex, Citric, Malic, Tartaric, Bright, Sweet",Washed,Caturra,,,Nicaragua
168,14,87.5,Koa,"1,151.45",$9.30,"$10,708.49","Orsir Coffee Co., Ltd.",José Angel Ortez Urbina,1650,Nicaragua,2020,Nubarrones,Nueva Segovia,,"Watermelon, Tart, Nougat, Berry, Prune, Bakers Chocolate, Black Currant, Red Apple, Sweet Iced Tea, Mango, Green Apple, Yellow Cherry, Brown Sugar, Apricot, Hibiscus, Honey, Caramel, Brown Sugar, Lemon, Plum","Pineapple, Malic, Citric, Juicy, Tropical, Citric, Bright , Juicy",Washed,Caturra,,,Nicaragua
169,15,87.4,Santa Rosa,873.18,$10.30,"$8,993.75",Rehm & Co. / Benecke Coffee GmbH & Co.,Rolando Castillo Flores,1650,Nicaragua,2020,San Isidro,Nueva segovia,,"Blood Orange, Hibiscus, Red Pepper, Grape Soda, Malt, Floral, Cucumber, Blueberries, Stone Fruit, Banana, Lime, Orange, Tea-Like, Caramel, Stone Fruits, Honey, Apple, Plum, Cherry","Sweet Citrus Acidity, Malic, Malic, Lime, Citric, Malic, Citric , Bright",Natural,Villa Sarchi / Natural,,,Nicaragua
170,16,87.3,La Betania,953.00,$9.00,"$8,577.00",M2M Coffee Roasters / Latorre & Dutch Coffee,Martha Lucia Albir,1300,Nicaragua,2020,El Suyatál,Nueva segovia,,"Golden Raisin, White Peach, Lime, Plum, Floral, Red Apple, Cocoa, Creamy, Almonds, Peach, Berry, Sugar Cane, Floral, Cherry, Honey, Apricot , Lemon , Orange","Citric, Orange Acidity, Lemon, Malic, Citric, Juicy, Bright, Citric",Washed,Maracaturra,,,Nicaragua
171,17,87.0,Agua Sarca,960.00,$8.60,"$8,256.00","Wataru & Co., Ltd.",Isacio Javier Albir Vílchez,1300,Nicaragua,2020,Las Manos,Nueva segovia,,"Cherry, Vanilla, Cocoa, Red Fruits, Caramel, Lime, Cream, Cherries, Sugar Cane, Stone Fruit, Orange, Floral, Peach, Dried- Fruit, Almond Honey, Citric, Orange, Dry Fig, Mango","Mild, Citric, Lime, Bright, Citric, Malic Citric, Bright ",Washed,Maracaturra,,,Nicaragua
172,1a,90.96,Jesus Mountain Coffee Company,1025.13,$25.10,"$25,730.76","Orsir Coffee Co., Ltd. & GoodBoyBob",Jesus Mountain Coffee,"1,850",Nicaragua,2021,,,"Sweet , Copmlex, Fruity, Long finish, Overall Sweet, Sostenido","Berry , Chocolate , Complex , Strawberry , Bittersweet Chocolate, Blackberry, Body/Fullness, Brown Sugar, Ciruela, Citrus, Clementine, Dried Dates, Floral, Fruity, Good balanced, Grapefruit, Lemonade, Licha, Mandarin Orange, Melon, Milk Chocolate, Nectarine, Pineapple, Plum, Raspberry, Red Apple, Red Currant, Red Grape, Ron con pasas, Stone Fruit, Toffee, Tropical Fruit, Well balanced","Citric Acid , Apple , Mandarin Orange , Blackberry, Bright, Citrus Fruit, Complex, Crisp, Lemon, Mailc, Passion Fruit, Structure, Tangerine, Toronja",Washed,Pacamara,,428.3 acres,Nicaragua
173,1b,90.96,Jesus Mountain Coffee Company,1025.13,$25.90,"$26,550.87","Time’s Club, Coffee Libre, Nylon coffee roasters, BREW & BREAD COFFEE ROASTER, Brave Roasters, Valley Coffee(China), EL CAFE coffee roasters, Told a story, das ist PROBAT, Coffee Montage, 304 roasters, COFFEE PLACE, liike coffee, Songdo Coffee, Coffee Me Up (Korea)",Jesus Mountain Coffee,"1,850",Nicaragua,2021,,,"Sweet , Copmlex, Fruity, Long finish, Overall Sweet, Sostenido","Berry , Chocolate , Complex , Strawberry , Bittersweet Chocolate, Blackberry, Body/Fullness, Brown Sugar, Ciruela, Citrus, Clementine, Dried Dates, Floral, Fruity, Good balanced, Grapefruit, Lemonade, Licha, Mandarin Orange, Melon, Milk Chocolate, Nectarine, Pineapple, Plum, Raspberry, Red Apple, Red Currant, Red Grape, Ron con pasas, Stone Fruit, Toffee, Tropical Fruit, Well balanced","Citric Acid , Apple , Mandarin Orange , Blackberry, Bright, Citrus Fruit, Complex, Crisp, Lemon, Mailc, Passion Fruit, Structure, Tangerine, Toronja",Washed,Pacamara,,428.3 acres,Nicaragua
174,2a,90.75,El Cambalache,231.48,$30.20,"$6,990.70",Dimattina Coffee,Abner Samuel Zavala/Indira Paola Zavala,"1,450",Nicaragua,2021,,,"Sweet , Body/Fullness, Bold and sweet, complex acidity, Fruity, Honey, Vibrant","Orange , Floral , Bergamot, Blueberry, Brown Sugar, Butter, Cherry, Chocolate, Citrus, Dark berry, Dark Chocolate, Dried Fruit, Dried plum, Ginger, Hazelnut, Jasmine Honeysuckle, Lemongrass, Mirabelle plum, Passion Fruit, Peach, Plum, Red Grape, Sweet, Toffee, Vanilla","Orange , Bright, Citric Acid, Complex acidity, Crisp, Grapefruit, Lemon & Lime, Malic Acid, Pink grapefruit, Red Apple, Lively",Honey,Maracaturra,,,Nicaragua
175,2b,90.75,El Cambalache,231.48,$30.30,"$7,013.84",Kyokuto Fadie Corporation,Abner Samuel Zavala/Indira Paola Zavala,"1,450",Nicaragua,2021,,,"Sweet , Body/Fullness, Bold and sweet, complex acidity, Fruity, Honey, Vibrant","Orange , Floral , Bergamot, Blueberry, Brown Sugar, Butter, Cherry, Chocolate, Citrus, Dark berry, Dark Chocolate, Dried Fruit, Dried plum, Ginger, Hazelnut, Jasmine Honeysuckle, Lemongrass, Mirabelle plum, Passion Fruit, Peach, Plum, Red Grape, Sweet, Toffee, Vanilla","Orange , Bright, Citric Acid, Complex acidity, Crisp, Grapefruit, Lemon & Lime, Malic Acid, Pink grapefruit, Red Apple, Lively",Honey,Maracaturra,,,Nicaragua
176,3a,90.21,Los Pirineos,264.55,$27.95,"$7,394.17",Sulalat Coffee Trading,Eudoro Jose Guillen Jarquin,"1,380",Nicaragua,2021,,,"Fruity, Sweet, Sweet Aromatics, Sweet spice, White Grape","Winey , Citrus Fruit , Bittersweet Chocolate, Black Cherry, Blueberry, Brown Sugar, Burnt Sugar, Chamomile, Chocolate, Cinnamon, Complex tropical fruits, Green Apple, Guava, Jasmine, Mandarin Orange, Mango, Papaya, Plum, Sweet pear, White Grape","Citric Acid , Plum , Acetic Acid, Bright, Delicate, Grape, Mandarin Orange, Red Grape, Refined, Tartaric acid",Natural,Catuai,,35 ha,Nicaragua
177,3b,90.21,Los Pirineos,264.55,$27.70,"$7,328.04","L’escargot d’or cosmetocafe, Rogue Wave Coffee, Rehm & Co., Molecular Coffee",Eudoro Jose Guillen Jarquin,"1,380",Nicaragua,2021,,,"Fruity, Sweet, Sweet Aromatics, Sweet spice, White Grape","Winey , Citrus Fruit , Bittersweet Chocolate, Black Cherry, Blueberry, Brown Sugar, Burnt Sugar, Chamomile, Chocolate, Cinnamon, Complex tropical fruits, Green Apple, Guava, Jasmine, Mandarin Orange, Mango, Papaya, Plum, Sweet pear, White Grape","Citric Acid , Plum , Acetic Acid, Bright, Delicate, Grape, Mandarin Orange, Red Grape, Refined, Tartaric acid",Natural,Catuai,,35 ha,Nicaragua
178,4,90.11,Auxilio Mundial,589.0,$24.10,"$14,194.90",Latorre & Dutch Coffee (China) for Fisher Coffee / MANNER COFFEE (China) / 芦田家咖啡研习社 / CCRA (手工烘焙咖啡协会) / PENGUIN MARKET,Norman Alexis Canales Sevilla,"1,700",Nicaragua,2021,,,"Citrus, Floral, Trasparent","Floral , Citrus , Jasmine Honeysuckle , Peach , Bergamot, Black Tea, Brown Sugar, Dark Chocolate, Elegant, Exotic, Flora, Fresh orange juice, Jasmine, Jucy, Lemongrass, Litchi, Mandarin Orange, , Ripe peach, Soft, Sweet","Citric Acid , Malic Acid , Mandarin Orange , Acetic Acid, Apple, Bright, Lemon, Mandarine, Orange, Pink grapefruit",Washed,Gesha,,,Nicaragua
179,5,89.96,Buenos Aires,574.0,$23.10,"$13,259.40",Ecom Japan Limited,Invasa,"1,350",Nicaragua,2021,,,"Cardamon Caraway, Citrus, Overall Sweet, Sweet spice, Winey","Winey , Peach , Almond, Berry, Black Cherry, Candy, Caramel, Cherry, Chocolate, Cinnamon, Cranberry, Effervescent, Floral, Golden Raisin, Grape, Mango, Melon, Nectarine, Nutmeg, Pineapple, Red Grape, Stone Fruit, Sweet spicy","Citric Acid , Pineapple , Acetic Acid, Cherry, Crisp, Delicate, Grape, Lime, Peach, Strawberry, Tartalic,",Natural,Maragogype,,75mz,Nicaragua
180,6,89.79,Un Regalo de Dios,462.96,$23.00,"$10,648.08",Giv Coffee,Luis Alberto Balladarez Moncada,"1,450",Nicaragua,2021,,,"Fruity , Body/Fullness, Canela, Fruity and sweet spice, Maple Syrup, Sweet","Pineapple , Tropical Fruit , Blackberry , Blueberry , Apple, Banana, Cherry, Cinnamon, Grape, Grapefruit, Honey, Lemon, Lime, Mango, Melon, Molasses, Sharp, Strawberry","Citric Acid , Malic Acid , Bright , Complex, Concord Grape, Red Grape",Natural,Maracaturra,,,Nicaragua
181,7,89.71,San Jose,462.96,$20.60,"$9,536.98",Sulalat Coffee Trading,Silvia Esther Jarquin Agurcia,"1,300",Nicaragua,2021,,,"Citric and sweet spice, Dark fruit, Floral, Fruity, Sweet, Well balanced","Floral , Plum , Winey , Aggressive, Apricot, Berry, Blackberry, Casis, Cherry, Cinnamon, Dried Fruit, Grapefruit, Green Apple, Juice like, Pineapple, Prune, Red Apple, Ripe peach, Rum, Sesame, Strawberry, Vanilla, Red Wine","Bright , Citric Acid , Citrus Fruit , Blackberry, Cherry, Crisp, Lemon, Lime, Mandarin Orange, Structured",Natural,Caturra,,23 ha,Nicaragua
182,8,88.79,La Picona,451.0,$20.00,"$9,020.00","Wataru & Co., Ltd.",Olga Marina Gonzalez Cuadra,"1,400",Nicaragua,2021,,,"Brown Sugar, Fruity, Honey, Jasmine Honeysuckle, Nougat","Floral , Honey , Cherry , Mango , Brown Sugar, Butter, Citrus Fruit, Clementine, Cream, Exotic, Fruity, Green Apple, Hibiscus, Jazmin, Jucy, Lemongrass, Lively, Prune, Red Apple","Citric Acid , Berry, Blackberry, Bright, Citrus Fruit, Good acidity, Grape, Kiwi, Lime, Mandarin Orange",Honey,"Maragogype, Maracaturra",,,Nicaragua
183,9,88.11,La Orquidea,443.0,$20.20,"$8,948.60",Latorre & Dutch Coffee (China) for Fisher Coffee,Arjen Roersman,"1,400",Nicaragua,2021,,,"Brown Sugar, Overall Sweet, Sweet, Sweet Aromatics, Sweet spice","Floral , Nutty , Orange , Black Tea, Brown Sugar, Caramel, Cascara, Casis, Chocolate, Citrus Fruit, Green Apple, Lemonade, Minty, Orangepeel, Sweet herb, White wine","Orange , Berry, Canela, Chocolate, Citric Acid, Crisp, Grapefruit, Malic Acid, Pineapple",Washed,Maracaturra,,,Nicaragua
184,10,88.04,Santa Ana,330.68,$17.20,"$5,687.70",Kyokuto Fadie Corporation,Aida Lila Zeledon Palacios,"1,250",Nicaragua,2021,,,"Good balance, Good body, Juicy, Sustained, Sweet, Well balanced","Bittersweet Chocolate , Brown Sugar , Bakers Chocolate, Berry, Blackberry, Brown Spice, Cacao, Cascara tea, Casis, Cherry, Citrus, Cocoa, Dry mango, Floral, Grape, Licorice, Plum, Red Currant, Sweet, Tamarinde","Berry , Citric Acid , Cherry, Citrus, Citrus Fruit, Complex, Crisp, Passion Fruit, Tangerine",Washed,Maragogype,,102 hectares,Nicaragua
