,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
59,4,Burundi,2017,89.88,KAGOMA 2017,8.5,8919.9,Brew92,Nyabenda Margueritte - GREENCO,,NGOZI,Burundi,others_process,0,0,0,0,0,1,0,1,3,3,2,10,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,5,Burundi,2017,89.43,RUBAGABAGA 2017,8.7,8209.15,Sample coffee roasters,Sindayigaya Candide - GREENCO,,KAYANZA,Burundi,others_process,0,0,0,1,0,0,0,0,2,2,2,4,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,6,Burundi,2017,89.15,MUNKAZE COFFEE 2017,8.2,17119.8,Campos Coffee,Miburo Salvator - BUJA CAFFEEE,,KAYANZA,Burundi,others_process,0,0,1,1,0,1,0,0,1,2,2,12,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,7,Burundi,2017,89.05,MASHA 2017,8.1,7303.69,Mare Terra Green Coffee,Hakizimana Vénant - GREENCO,,KAYANZA,Burundi,others_process,0,1,0,0,0,0,0,1,1,2,0,8,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,8,Burundi,2017,88.98,NZOVE 2017,8.3,7923.18,"TOA COFFEE Co.,Ltd , ARAB COFFEE Co.,Ltd.",Miburo Emile - GREENCO,,NGOZI,Burundi,others_process,0,0,0,1,0,0,1,4,1,0,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,9,Burundi,2017,88.55,NEMBA 2017,8.4,6426.0,Kyokuto Fadie Corporation,Niyorugira Charles - GREENCO,,KAYANZA,Burundi,others_process,1,0,1,0,0,1,0,0,3,2,1,3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65,10,Burundi,2017,88.33,MUNYINYA 2017,7.7,15464.76,Kaffebrenneriet As,Nshimirimana David - MUNYINYA COFFEE,,KAYANZA,Burundi,others_process,0,0,0,1,0,0,0,2,3,4,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
66,11,Burundi,2017,87.64,NKAKA 2017,7.8,6929.99,Mare Terra Green Coffee,Nkurunziza Egide - GREENCO,,NGOZI,Burundi,others_process,0,1,0,0,0,1,0,0,2,5,0,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,12,Burundi,2017,87.6,KAGOMA 2017,7.65,7015.97,32cup NV,Bigirimana Marie - GREENCO,,NGOZI,Burundi,others_process,0,0,0,1,0,0,1,0,5,6,4,4,0,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
68,13,Burundi,2017,87.57,BUYENGERO 2017,7.8,6431.33,"Wataru & Co., Ltd",Niyomana Levis - COOP DUSUBIZITEKIKAWA/HORAMAMA COFFEE,,RUMONGE,Burundi,others_process,0,0,0,0,0,0,0,0,3,5,0,14,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
