,Rank,Country,Year,COE_score,Farm,High_bid,Total_value,Company,Farmer/Rep.,Altitude,City,Region,Process,Clean_and_clear,Balance_cup,Transparent_cup,Creamy_body,Big_body,Long_aftertaste,Roasted_flavor,Spices_flavor,NuttyCocoa_flavor,Sweet_flavor,Floral_flavor,Fruity_flavor,GreenVegetative_flavor,Winey_flavor,Malic_acidity,Citric_acidity,Tartaric_acidity,Lactic_acidity,Complex_acidity,geisha,pacamara,catuai,caturra,bourbon,typica,sl-28,sl-34,colombia,74112,74110,74158,mixed_variety
40,15,El Salvador,2021,88.13,Los Pozos,11.4,13234.03,"

Kaffebrenneriet As

",Isaura Cecilia Aguilar Landaverde,,,,washed,0,0,0,0,0,0,0,2,5,7,2,16,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,16,El Salvador,2021,87.97,El Milagro,15.1,9155.28,"Boqueron Coffee 火萨
云南物海文亮
Global Beans
嗒啡馆Coffee Daap",Joaquin Elias Guillen,,,,natural,0,0,0,0,0,0,1,0,1,3,1,21,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42,17,El Salvador,2021,87.57,La Montañita,11.2,12938.13,"

Kyokuto Fadie Corporation

",Antonio Aguilar Lemus,,,,washed,0,0,0,0,0,0,0,0,5,7,2,14,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,18,El Salvador,2021,87.5,El Aguila,14.4,7307.28,"

Tashiro Coffee Co., Ltd

",Primos Ariz Valdivieso Y Compañia,,,,natural,0,0,0,0,0,1,0,2,2,5,1,15,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,19,El Salvador,2021,87.5,Santa Josefita,11.1,14322.0,"

Wataru & Co., Ltd.

","Ipala, Sociedad Anonima De Capital Variable",,,,washed,0,0,0,0,0,0,0,1,3,8,1,15,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,20,El Salvador,2021,87.5,Las Margaritas,14.3,7002.0,"

Thood Qahwa LTD Co

","Santa Margarita De Apaneca, S.A. De C.V.",,,,natural,0,0,0,0,0,0,1,1,7,5,1,13,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,21,El Salvador,2021,87.47,El Izotal,9.7,13124.68,"

Wataru & Co., Ltd.

","Aserradero Y Venta De Madera El Pinar, S.A. De C-.V.",,,,natural,0,0,0,0,0,1,0,2,5,7,2,15,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,22,El Salvador,2021,87.27,Siberia,14.2,7302.49,"

COFFEE COUNTY

",Rafael Enrique Silva Hoff,1675.0,,,anaerobic,0,0,0,0,0,0,0,2,5,7,1,16,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,23,El Salvador,2021,87.23,San Carlos Dos,13.1,7698.74,"

Wataru & Co., Ltd.

",Asoc.Coop.De Prod.Agrop.San Carlos Dos De R.L.,,,,natural,0,0,0,0,0,0,1,1,8,5,1,12,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,24,El Salvador,2021,87.2,Plan Del Hoyo,11.2,11677.12,"

Kaffebrenneriet As

","Monserrate, S.A. De C.V.",,,,honey,0,0,0,0,0,0,0,1,5,2,1,16,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,El Salvador,2022,91.82,El Conacaste,72.1,19077.66,"

Curve Specialty coffee Roastery

","Choucri, S.A. De C.V.",,,,natural,1,1,0,0,0,0,0,0,1,7,7,15,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51,1,El Salvador,2022,91.82,El Conacaste,72.2,15963.42,"

Coffee Me Up (Korea), Mad Priest Coffee, Studio Caffeine, Coffee Therapy (Thailand)

","Choucri, S.A. De C.V.",,,,natural,1,1,0,0,0,0,0,0,1,7,7,15,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,2,El Salvador,2022,90.36,Santa Rosa,18.1,4789.26,"

Terarosa (Haksan Co. Ltd)

","J.Raul Rivera, S.A. De C.V.",,,,others_process,1,1,1,0,0,0,0,1,2,4,3,15,0,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,2,El Salvador,2022,90.36,Santa Rosa,16.8,3692.64,"

CAFFE PASCUCCI

","J.Raul Rivera, S.A. De C.V.",,,,others_process,1,1,1,0,0,0,0,1,2,4,3,15,0,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54,3,El Salvador,2022,90.23,Cueva De La Olla,16.3,7026.93,Saza Coffee,Jose Efrain Landaverde Flores,,,,washed,1,1,0,1,0,0,0,0,3,8,4,19,0,1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55,3,El Salvador,2022,90.23,Cueva De La Olla,16.3,7026.93,Orsir Coffee,Jose Efrain Landaverde Flores,,,,washed,1,1,0,1,0,0,0,0,3,8,4,19,0,1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56,4,El Salvador,2022,90.07,La Pacaya,40.1,25920.64,Saza Coffee,"Mav, S.A. De C.V.",,,,natural,1,1,0,0,0,0,0,1,3,8,10,25,2,1,2,7,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
57,5,El Salvador,2022,89.95,Benasque,65.3,21222.5,"

ONYX COFFEE LAB

","Exportadora Agricola Comercial, S.A. De C.V.",,,,natural,0,1,1,0,0,0,0,1,6,9,7,18,0,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6,El Salvador,2022,89.63,Peña Redonda,10.55,14286.81,"

Kaffebrenneriet As

",Carlos Mauricio Lemus Landaverde,,,,honey,1,0,1,1,0,0,0,0,1,6,2,30,1,0,2,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
59,7,El Salvador,2022,89.48,La Esperanza,8.3,7279.1,"

Sarutahiko Coffee Inc.

","Inversiones Santonano, S.A. De C.V.",,,,anaerobic,1,0,0,1,0,0,0,0,3,8,6,19,1,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
60,8,El Salvador,2022,89.13,Don Jaime,9.4,4709.4,"

KAKALOVE CAFE

",Jaime Ricardo Guevara Chavez,,,,natural,0,1,1,0,1,0,0,1,7,5,1,26,1,1,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
